ids	growth	status
{'YBR147W'}	0.08374770604149072	optimal
{'YMR251W'}	0.08374770604149072	optimal
{'YHR013C'}	0.08374770604149072	optimal
{'YFL061W'}	0.08374770604149072	optimal
{'YBR110W'}	0.08374770604149072	optimal
{'YBR208C'}	0.08374770604149072	optimal
{'YLL041C'}	0.08328861755320299	optimal
{'YDR226W'}	0.08374770604149151	optimal
{'YDR371W'}	0.08374770604149151	optimal
{'YAR035W'}	0.08374770604149151	optimal
{'YLR432W'}	0.08374770604149151	optimal
{'YBR038W'}	0.08374770604149151	optimal
{'YOL086C'}	0.08374770604149151	optimal
{'YGL184C'}	0.08374770604149151	optimal
{'YNL036W'}	0.08374770604149151	optimal
{'YFL054C'}	0.08374770604149151	optimal
{'YEL006W'}	0.08374770604149151	optimal
{'YGR254W'}	0.08374770604149151	optimal
{'YDR400W'}	0.08374770604149151	optimal
{'YKL008C'}	0.08374770604149151	optimal
{'YKL211C'}	0.0	optimal
{'YLR038C'}	0.08374770604149112	optimal
{'YLR342W'}	0.08374770604149112	optimal
{'YMR318C'}	0.08374770604149112	optimal
{'YIR037W'}	0.08374770604149112	optimal
{'YOR149C'}	0.08374770604149112	optimal
{'YMR006C'}	0.08374770604149112	optimal
{'YPL053C'}	0.08374770604149112	optimal
{'YBR295W'}	0.08374770604149112	optimal
{'YLR410W'}	0.08374770604149112	optimal
{'YER163C'}	0.08374770604149112	optimal
{'YIR034C'}	0.0	optimal
{'YHR039C-A'}	0.08374770604149072	optimal
{'YDR270W'}	0.08374770604149072	optimal
{'YDR345C'}	0.08374770604149072	optimal
{'YCR036W'}	0.08374770604149072	optimal
{'YOR270C'}	0.08374770604149072	optimal
{'YHR037W'}	0.08374770604149072	optimal
{'YLR214W'}	0.08374770604149072	optimal
{'YDR062W'}	0.08374770604149072	optimal
{'YJL216C'}	0.08374770604149072	optimal
{'YOR335C'}	0.0	optimal
{'YDL245C'}	0.08374770604149087	optimal
{'YPR156C'}	0.08374770604149087	optimal
{'YIL020C'}	0.0	optimal
{'YJR048W'}	0.08374770604151935	optimal
{'YAL026C'}	0.08374770604151935	optimal
{'YGL119W'}	0.08374770604151935	optimal
{'YNL003C'}	0.08374770604151935	optimal
{'YML120C'}	0.08374770604151935	optimal
{'YGR185C'}	0.0	optimal
{'YLR133W'}	0.08374770604149473	optimal
{'YLR285W'}	0.08374770604149473	optimal
{'YBR199W'}	0.08374770604149473	optimal
{'YLR244C'}	0.08374770604149473	optimal
{'YER060W-A'}	0.08374770604149473	optimal
{'YDR322C-A'}	0.08374770604149473	optimal
{'YBR023C'}	0.08374770604149473	optimal
{'YER183C'}	0.08374770604149473	optimal
{'YGL125W'}	0.08374770604149473	optimal
{'YHR067W'}	0.08374770604149473	optimal
{'YNL141W'}	0.08374770604149473	optimal
{'YLR395C'}	0.08374770604149473	optimal
{'YOR025W'}	0.08374770604149473	optimal
{'YLL060C'}	0.08374770604149072	optimal
{'YPR026W'}	0.08374770604149072	optimal
{'YKL218C'}	0.08374770604149072	optimal
{'YDR191W'}	0.08374770604149072	optimal
{'YPR118W'}	0.0	optimal
{'YLR345W'}	0.08374770604162178	optimal
{'YFL022C'}	0.0	optimal
{'YEL031W'}	0.0837477060414912	optimal
{'YKL103C'}	0.0837477060414912	optimal
{'YNL142W'}	0.0837477060414912	optimal
{'YLL058W'}	0.0837477060414912	optimal
{'YKL055C'}	0.0837477060414912	optimal
{'YGL047W'}	0.0837477060414912	optimal
