ids	growth	status
{'YFL017C'}	0.0837477060414914	optimal
{'YNL220W'}	0.0	optimal
{'YKL150W'}	0.0837477370498839	optimal
{'YPL252C'}	0.0837477370498839	optimal
{'YBR085W'}	0.0837477370498839	optimal
{'YBR263W'}	0.08190533162030202	optimal
{'YLL058W'}	0.08374770604149118	optimal
{'YOR323C'}	0.08374770604149118	optimal
{'YKL094W'}	0.08374770604149118	optimal
{'YNR013C'}	0.08374770604149118	optimal
{'YHR116W'}	0.08374770604149118	optimal
{'YLR209C'}	0.08374770604149118	optimal
{'YPL060W'}	0.08374770604149118	optimal
{'YPL262W'}	0.0813513576474284	optimal
{'YLR295C'}	0.03024933200167249	optimal
{'YNL036W'}	0.08374773663098818	optimal
{'YER062C'}	0.08374773663098818	optimal
{'YER024W'}	0.08374773663098818	optimal
{'YHL011C'}	0.08374773663098818	optimal
{'YER099C'}	0.08374773663098818	optimal
{'YLR180W'}	0.08374773663098818	optimal
{'YOR303W'}	0.0	optimal
{'YBR097W'}	0.08374773704988384	optimal
{'YER070W'}	0.08374773704988384	optimal
{'YJL167W'}	0.0	optimal
{'YFR030W'}	0.0	optimal
{'YMR056C'}	0.08374770604149126	optimal
{'YJR040W'}	0.08374770604149126	optimal
{'YDR044W'}	0.08374770604149126	optimal
{'YLL053C'}	0.08374770604149126	optimal
{'YMR306W'}	0.08374770604149126	optimal
{'YDR098C'}	0.08374770604149126	optimal
{'YGR010W'}	0.08374770604149126	optimal
{'YLR028C'}	0.08374770604149126	optimal
{'YNL247W'}	0.0	optimal
{'YPL078C'}	0.030249338989109285	optimal
{'YJR155W'}	0.08374770604149581	optimal
{'YER019W'}	0.08374770604149581	optimal
{'YGL125W'}	0.08374770604149581	optimal
{'YDR287W'}	0.08374770604149581	optimal
{'YHR128W'}	0.08374770604149581	optimal
{'YGR065C'}	0.08374770604149581	optimal
{'YBR243C'}	0.08374770604149581	optimal
{'YOR311C'}	0.08374770604149581	optimal
{'YBR291C'}	0.08366959788188143	optimal
{'YOR149C'}	0.08374773663098914	optimal
{'YLR299W'}	0.08374773663098914	optimal
{'YAR071W'}	0.08374773663098914	optimal
{'YBR041W'}	0.08374773663098914	optimal
{'YBR296C'}	0.08374773663098914	optimal
{'YDR234W'}	0.0	optimal
{'YLR231C'}	-1.9483221895800094e-12	optimal
{'YPL258C'}	0.08374770604149241	optimal
{'YDR093W'}	0.08374770604149241	optimal
{'YDR062W'}	0.08374770604149241	optimal
{'YPL091W'}	0.08374770604149241	optimal
{'YCL009C'}	0.08374770604149241	optimal
{'YGR286C'}	0.08374770604149241	optimal
{'YBL064C'}	0.08374770604149241	optimal
{'YDR208W'}	0.08374770604149241	optimal
{'YIL066C'}	0.08374770604149241	optimal
{'YJL130C'}	0.0	optimal
{'YLR056W'}	0.08374773704988507	optimal
{'YOR222W'}	0.08374770604130367	optimal
{'YLR372W'}	0.08374770604130367	optimal
{'YPL104W'}	0.08374770604130367	optimal
{'YPR069C'}	0.08374770604130367	optimal
{'YGR243W'}	0.08374770604130367	optimal
{'YGL001C'}	0.0	optimal
{'YLR133W'}	0.08374773476923941	optimal
{'YBR294W'}	0.08374773476923941	optimal
{'YKR072C'}	0.08374773476923941	optimal
{'YOR381W'}	0.08374773476923941	optimal
{'YOR168W'}	0.0	optimal
{'YOR002W'}	0.08374773663112027	optimal
{'YFL054C'}	0.08374773663112027	optimal
{'YGR192C'}	0.08374773663112027	optimal
{'YGR240C'}	0.08374773663112027	optimal
{'YKL188C'}	0.08374773663112027	optimal
{'YPL134C'}	0.08374773663112027	optimal
{'YGL248W'}	0.08374773663112027	optimal
{'YMR108W'}	0.0	optimal
{'YOR163W'}	0.083747734769253	optimal
