ids	growth	status
{'YLR450W'}	0.08374770604149132	optimal
{'YBR038W'}	0.08374770604149132	optimal
{'YIR031C'}	0.08374770604149141	optimal
{'YMR041C'}	0.08374770604149141	optimal
{'YNL275W'}	0.0	optimal
{'YNL277W'}	0.0	optimal
{'YNL316C'}	0.0	optimal
{'YPL092W'}	0.08374770604149025	optimal
{'YCL005W-A'}	0.08374770604149025	optimal
{'YEL031W'}	0.08374770604149025	optimal
{'YLR058C'}	0.08177314865473317	optimal
{'YOL049W'}	0.08374770604148987	optimal
{'YDR452W'}	0.08374770604148987	optimal
{'YJL153C'}	0.0	optimal
{'YIL002C'}	0.08374770604147662	optimal
{'YJR010W'}	0.08374770604147662	optimal
{'YGR065C'}	0.08374770604147662	optimal
{'YHL032C'}	0.08374770604147662	optimal
{'YHR011W'}	0.08374770604147662	optimal
{'YOR316C'}	0.08374770604147662	optimal
{'YKL148C'}	0.08374770604147662	optimal
{'YOR125C'}	0.08374770604147662	optimal
{'YML120C'}	0.08374770604147662	optimal
{'YPL069C'}	0.08374770604147662	optimal
{'YNL334C'}	0.08374770604147662	optimal
{'YCL017C'}	0.08374770604147662	optimal
{'YLR286C'}	0.08374770604147662	optimal
{'YJL219W'}	0.08374770604147662	optimal
{'YBL068W'}	0.08374770604147662	optimal
{'YER055C'}	0.0	optimal
{'YHR123W'}	0.08374770604148224	optimal
{'YML075C'}	0.08374770604148472	optimal
{'YKR093W'}	0.08374770604148472	optimal
{'YMR009W'}	0.0	optimal
{'YJR104C'}	0.08374770604149147	optimal
{'YEL071W'}	0.08374770604149154	optimal
{'YJR109C'}	0.0	optimal
{'YKR097W'}	0.08374770604148964	optimal
{'YBR132C'}	0.08374770604148964	optimal
{'YDR400W'}	0.08374770604148964	optimal
{'YER024W'}	0.08374770604148964	optimal
{'YKL140W'}	0.08374770604148964	optimal
{'YBR041W'}	0.08374770604148964	optimal
{'YDL198C'}	0.08374770604148964	optimal
{'YGL026C'}	0.0	optimal
{'YGR185C'}	0.0	optimal
{'YLR020C'}	0.08374770604148367	optimal
{'YDR529C'}	0.012094473199086977	optimal
{'YDL182W'}	0.08374770604148699	optimal
{'YDR105C'}	0.08374770604148699	optimal
{'YJL097W'}	0.08374770604148699	optimal
{'YPR138C'}	0.08374770604148699	optimal
{'YMR207C'}	0.08374770604148699	optimal
{'YGR202C'}	0.08374770604148699	optimal
{'YIL124W'}	0.08374770604148699	optimal
{'YFR019W'}	0.08374770604148699	optimal
{'YDR226W'}	0.08374770604148699	optimal
{'YER061C'}	0.08374770604148699	optimal
{'YER152C'}	0.08374770604148699	optimal
{'YKL004W'}	0.08374770604148699	optimal
{'YNL270C'}	0.08374770604148699	optimal
{'YDR147W'}	0.08374770604148699	optimal
{'YNL280C'}	0.0	optimal
{'YOR317W'}	0.08374770604148411	optimal
{'YGL017W'}	0.08374770604148306	optimal
{'YOL096C'}	0.08374770604148306	optimal
{'YIR036C'}	0.08374770604149151	optimal
{'YOR108W'}	0.08374770604149166	optimal
{'YOR335C'}	0.0	optimal
{'YAL044C'}	0.08190348553391633	optimal
{'YDL238C'}	0.08374770604149094	optimal
{'YHR104W'}	0.08374770604149094	optimal
{'YGL224C'}	0.08374770604149094	optimal
{'YNL333W'}	0.08374770604149094	optimal
{'YPL104W'}	0.08374770604149094	optimal
{'YMR319C'}	0.08374770604149094	optimal
{'YER015W'}	0.08374770604149094	optimal
{'YKL184W'}	0.08374770604149094	optimal
{'YIR027C'}	0.08374770604149094	optimal
{'YGR227W'}	0.08374770604149094	optimal
{'YDL120W'}	0.08374770604149094	optimal
{'YGL245W'}	0.0	optimal
{'YPR156C'}	0.08374770604149036	optimal
{'YOR161C'}	0.08374770604149036	optimal
{'YBL013W'}	0.08374770604149036	optimal
{'YBR092C'}	0.08374770604149036	optimal
{'YDR321W'}	0.08374770604149036	optimal
{'YHR063C'}	0.0	optimal
{'YJL200C'}	0.08374770604153102	optimal
{'YNL331C'}	0.08374770604153102	optimal
{'YPR035W'}	0.0	optimal
{'YER178W'}	0.08258781825686724	optimal
{'YNL037C'}	0.08374770604148349	optimal
{'YHL003C'}	0.08374770604148349	optimal
{'YNR060W'}	0.08374770604148349	optimal
{'YDR428C'}	0.0	optimal
{'YOR120W'}	0.08374770604149116	optimal
{'YBR018C'}	0.08374770604149118	optimal
{'YCR005C'}	0.0837477060414919	optimal
{'YJL026W'}	0.08374770604149148	optimal
{'YDR284C'}	0.08374770604149148	optimal
{'YIL145C'}	0.0	optimal
{'YDR196C'}	0.08374770604148911	optimal
{'YER005W'}	0.08374770604149259	optimal
{'YOR236W'}	0.0	optimal
{'YDR481C'}	0.0837477060415326	optimal
{'YEL042W'}	0.0837477060415326	optimal
{'YGR010W'}	0.0837477060415326	optimal
{'YCL018W'}	0.0	optimal
{'YDR380W'}	0.08374770604149222	optimal
{'YGR055W'}	0.08374770604149222	optimal
{'YAL062W'}	0.08374770604149222	optimal
{'YGR032W'}	0.08374770604149222	optimal
{'Q0250'}	0.012067295336316137	optimal
{'YJR077C'}	0.08374770604149867	optimal
{'YNL045W'}	0.08374770604149867	optimal
{'YOR377W'}	0.08374770604149867	optimal
{'YMR110C'}	0.08374770604149867	optimal
{'YGR154C'}	0.08374770604149867	optimal
{'YGR019W'}	0.0	optimal
{'YHR051W'}	0.08374770604149245	optimal
{'YPR069C'}	0.08374770604149245	optimal
{'YMR162C'}	0.08374770604149245	optimal
{'YHR091C'}	0.08374770604149245	optimal
{'YDR135C'}	0.08374770604149245	optimal
{'YCL004W'}	0.08374770604149245	optimal
{'YOR393W'}	0.08374770604149245	optimal
{'YLL028W'}	0.08374770604149245	optimal
{'YGR096W'}	0.08374770604149245	optimal
{'YLR044C'}	0.08374770604149245	optimal
{'YMR165C'}	0.0837477060414908	optimal
{'YOL086C'}	0.0837477060414908	optimal
{'YPL188W'}	0.0837477060414908	optimal
{'YEL027W'}	0.0837477060414908	optimal
{'YKR043C'}	0.0837477060414908	optimal
{'YHR100C'}	0.0837477060414908	optimal
{'YBR244W'}	0.0837477060414908	optimal
{'YLR438W'}	0.08373890149913393	optimal
{'YMR272C'}	0.08374770604149158	optimal
{'YJR069C'}	0.08374770604149095	optimal
{'YBR039W'}	0.030249323461468965	optimal
{'YDR058C'}	0.08374770604149055	optimal
{'YOR126C'}	0.08374770604149055	optimal
{'YOR171C'}	0.08374770604149055	optimal
{'YJR155W'}	0.08374770604149055	optimal
{'YOL157C'}	0.08374770604149055	optimal
{'YBR235W'}	0.08374770604149055	optimal
{'YMR306W'}	0.08374770604149055	optimal
{'YDR050C'}	0.08129751706811326	optimal
{'YGR277C'}	0.08374755128378997	optimal
{'YPL212C'}	0.08374770604148958	optimal
{'YBR121C'}	0.08374770604148958	optimal
{'YDL166C'}	0.0837456116249834	optimal
{'YER087W'}	0.0837477060414903	optimal
{'YGL184C'}	0.0837477060414903	optimal
{'YOR143C'}	0.0837477060414903	optimal
{'YNL267W'}	0.0837477060414903	optimal
{'YOR109W'}	0.0837477060414903	optimal
{'YBR159W'}	0.0837477060414903	optimal
{'YPL135W'}	0.0837477060414903	optimal
{'YOL064C'}	0.08282728325744873	optimal
{'YAL038W'}	0.08374770604149077	optimal
{'YLR214W'}	0.08374770604149141	optimal
{'YPL227C'}	0.08374770604149141	optimal
{'YFL059W'}	0.08374770604149141	optimal
{'YLL001W'}	0.08374770604149141	optimal
{'YCL052C'}	0.08374770604149141	optimal
{'YJR153W'}	0.08374770604149141	optimal
{'YKL146W'}	0.08374770604149141	optimal
{'YOR323C'}	0.08374770604149141	optimal
{'YHR043C'}	0.08374770604149141	optimal
{'YKL216W'}	0.0	optimal
{'YJR051W'}	0.08374770604149054	optimal
{'YDL142C'}	0.08374770604149054	optimal
{'YGR180C'}	0.08374770604149054	optimal
{'Q0130'}	0.03024932346146889	optimal
{'YJL052W'}	0.0837477060413359	optimal
{'YBR019C'}	0.0837477060413359	optimal
{'YKR031C'}	0.0837477060413359	optimal
{'YLR386W'}	0.0837477060413359	optimal
{'YHR163W'}	0.0837477060413359	optimal
{'YLR258W'}	0.0837477060413359	optimal
{'YDR297W'}	0.0837477060413359	optimal
{'YFR033C'}	0.012094473199076054	optimal
{'YGL186C'}	0.08374770604149002	optimal
{'YHR162W'}	0.08374770604149147	optimal
{'YKL085W'}	0.08347047833193741	optimal
{'YGR036C'}	0.08374770604149204	optimal
{'YOL130W'}	0.0	optimal
{'YBR221C'}	0.08258784641419922	optimal
{'YLL048C'}	0.08374770604133787	optimal
{'YJL139C'}	0.08374770604133787	optimal
{'YPL076W'}	0.08374770604133787	optimal
{'YJR057W'}	0.08374770604133787	optimal
{'YBR153W'}	0.0	optimal
{'YGR194C'}	0.08374770604147648	optimal
{'YDR007W'}	0.0	optimal
{'YGR208W'}	0.08167150061884512	optimal
{'YDL243C'}	0.08374770604149367	optimal
{'YBR093C'}	0.08374770604149367	optimal
{'YGL156W'}	0.08374770604149367	optimal
{'YDR272W'}	0.08374770604149367	optimal
{'YKL188C'}	0.08374770604149367	optimal
{'YHR026W'}	0.08374770604149367	optimal
{'YML086C'}	0.08374770604149367	optimal
{'YBR252W'}	0.08374770604149367	optimal
{'YDR302W'}	0.08374770604149367	optimal
{'YKR039W'}	0.0	optimal
{'YGR254W'}	0.08374770604148837	optimal
{'YNL071W'}	0.08258784641419649	optimal
{'YGL119W'}	0.08374770604146528	optimal
{'YMR013C'}	0.08374770604146528	optimal
{'YNL268W'}	0.08374770604146528	optimal
{'YDR071C'}	0.08374770604146528	optimal
{'YNR019W'}	0.08374770604146528	optimal
{'YGR144W'}	0.08374770604146528	optimal
{'YOL122C'}	0.0	optimal
{'YPL234C'}	0.08374770604148857	optimal
{'YPL023C'}	0.08374770604148857	optimal
{'YDL103C'}	0.08374770604148857	optimal
{'YGR289C'}	0.08374770604148857	optimal
{'YKL120W'}	0.0836211245729467	optimal
{'YDR376W'}	0.08374770604149366	optimal
{'YDL245C'}	0.08374770604149366	optimal
{'YNL106C'}	0.08374770604149366	optimal
{'YPR021C'}	0.08320980179538823	optimal
{'YGL022W'}	0.08374770604149176	optimal
{'YAL026C'}	0.08374770604149158	optimal
{'YBR281C'}	0.08374770604149169	optimal
{'YAR015W'}	0.0	optimal
{'YKL218C'}	0.08374770604149037	optimal
{'YER183C'}	0.08374770604149037	optimal
{'YDL215C'}	0.08374770604149037	optimal
{'YHL012W'}	0.08374770604149037	optimal
{'YOR270C'}	0.08374770604149037	optimal
{'YLL012W'}	0.08374770604149037	optimal
{'YHL018W'}	0.08374770604149037	optimal
{'YGR015C'}	0.08374770604149037	optimal
{'YPL091W'}	0.08374770604149037	optimal
{'YPR140W'}	0.08374770604148642	optimal
{'YOR303W'}	0.0	optimal
{'YDR483W'}	0.08374770604149902	optimal
{'YER042W'}	0.08374770604149902	optimal
{'YGR244C'}	0.08374770604149902	optimal
{'YMR120C'}	0.08374770604149902	optimal
{'YLR240W'}	0.08374770604149902	optimal
{'YJR095W'}	0.08372773989518525	optimal
{'YMR020W'}	0.0	optimal
{'YNL073W'}	0.08374770604149886	optimal
{'YEL006W'}	0.08374770604149886	optimal
{'YKR069W'}	0.08374770604149886	optimal
{'YDR408C'}	0.0	optimal
{'YIL134W'}	0.08374770604148163	optimal
{'YPR006C'}	0.08374770604057334	optimal
{'YCR068W'}	0.08374770604057334	optimal
{'YPR011C'}	0.08374770604057334	optimal
{'YFR015C'}	0.08374770604057334	optimal
{'YPR074C'}	0.08374770604057334	optimal
{'YLR432W'}	0.08374770604149141	optimal
{'YJR139C'}	0.0	optimal
{'YEL066W'}	0.08374770604149127	optimal
{'YDR343C'}	0.08374770604149127	optimal
{'YOR222W'}	0.08374770604149127	optimal
{'YER174C'}	0.08374770604149127	optimal
{'YJR152W'}	0.08374770604149127	optimal
{'YGR282C'}	0.08374770604149127	optimal
{'YMR251W'}	0.08374770604149127	optimal
